Tier,Name,Level,Difficulty,Avg Place,Pick Rate,Win Rate,Top 4 Rate,Units,UnitDetails
S,Vanguard Teemo,5,Medium,4.15,0.47,11.9%,57.4%,Teemo | Leona | Zoe | Nasus | Nami | Illaoi | Mordekaiser | Lissandra,"Teemo★ (Guinsoo's Rageblade, Giant Slayer, Rabadon's Deathcap) | Leona★ (Gargoyle Stoneplate, Gargoyle Stoneplate, Warmog's Armor) | Zoe★ (Morellonomicon, Spear of Shojin, Void Staff) | Nasus★ (Ionic Spark, Sunfire Cape, Spirit Visage) | Nami | Illaoi | Mordekaiser | Lissandra★"
S,Dark Star Karma,,Medium,4.23,0.34,14.3%,55.3%,Karma | Jhin | Tahm Kench | Kai'Sa | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra,"Karma (Morellonomicon, Rabadon's Deathcap, Spear of Shojin) | Jhin (Infinity Edge, Giant Slayer, Striker's Flail) | Tahm Kench (Steadfast Heart, Sunfire Cape, Evenshroud) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Blitzcrank | The Mighty Mech | Mordekaiser | Cho'Gath | Lissandra"
A,Marauder Master Yi,,Medium,4.25,1.30,13.6%,55.0%,Master Yi | Kindred | Tahm Kench | Fiora | Morgana | Maokai | Urgot | Bel'Veth | Gragas,"Master Yi (Malware Matrix, Edge of Night, Giant Slayer) | Kindred (Marauder Emblem, Guinsoo's Rageblade, Last Whisper) | Tahm Kench (Sunfire Cape, Spirit Visage, Evenshroud) | Fiora (Edge of Night, Giant Slayer, Hand Of Justice) | Morgana | Maokai | Urgot | Bel'Veth | Gragas"
A,Primordian Briar,5,Medium,4.27,0.50,10.9%,55.3%,Briar | Bel'Veth | Rek'Sai | Kai'Sa | Kindred | Rhaast | Akali | Cho'Gath,"Briar★ (Bloodthirster, Sterak's Gage, Titan's Resolve) | Bel'Veth★ (Giant Slayer, Quicksilver, Kraken's Fury) | Rek'Sai★ (Protector's Vow, Sunfire Cape, Evenshroud) | Kai'Sa (Infinity Edge, Striker's Flail, Spear of Shojin) | Kindred | Rhaast | Akali | Cho'Gath★"
A,Dark Star Nunu & Willump,,Medium,4.32,0.21,13.8%,53.4%,Nunu & Willump | Kai'Sa | Karma | Jhin | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra,"Nunu & Willump (Protector's Vow, Protector's Vow, Evenshroud) | Kai'Sa (Blue Buff, Infinity Edge, Striker's Flail) | Karma (Morellonomicon, Spear of Shojin, Void Staff) | Jhin (Deathblade, Infinity Edge, Giant Slayer) | The Mighty Mech | Tahm Kench | Mordekaiser | Cho'Gath | Lissandra"
A,Vanguard Nunu & Willump,,Hard,4.35,0.29,16.3%,51.8%,Nunu & Willump | Vex | Blitzcrank | Bard | Sona | Karma | Illaoi | Meepsie | Mordekaiser,"Nunu & Willump (Protector's Vow, Gargoyle Stoneplate, Warmog's Armor) | Vex (Guinsoo's Rageblade, Jeweled Gauntlet, Striker's Flail) | Blitzcrank (Ionic Spark, Jeweled Gauntlet, Hand Of Justice) | Bard (Adaptive Helm, Morellonomicon, Void Staff) | Sona | Karma | Illaoi | Meepsie | Mordekaiser"
A,Fateweaver Twisted Fate,5,Medium,4.35,0.34,10.5%,53.4%,Twisted Fate | Jax | Caitlyn | Talon | Corki | Riven | Milio | Aatrox,"Twisted Fate★ (Nashor's Tooth, Nashor's Tooth, Rabadon's Deathcap) | Jax★ (Crownguard, Gargoyle Stoneplate, Gargoyle Stoneplate) | Caitlyn★ (Deathblade, Guinsoo's Rageblade, Giant Slayer) | Talon★ (Edge of Night, Hextech Gunblade, Spear of Shojin) | Corki | Riven | Milio | Aatrox★"
A,Dark Star Kai'Sa,7,Medium,4.44,0.29,12.5%,50.5%,Kai'Sa | Illaoi | Karma | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra,"Kai'Sa★ (Blue Buff, Infinity Edge, Striker's Flail) | Illaoi★ (Bramble Vest, Gargoyle Stoneplate, Spirit Visage) | Karma (Rabadon's Deathcap, Spear of Shojin, Void Staff) | Jhin | Meepsie | Mordekaiser | Cho'Gath | Lissandra"
A,Dark Star Xayah,,Medium,4.48,0.08,16.9%,49.2%,Xayah | Nunu & Willump | Jhin | Karma | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath,"Xayah (Battle Bunny Crossbow, Dark Star Emblem, Guinsoo's Rageblade) | Nunu & Willump (Adaptive Helm, Protector's Vow, Protector's Vow) | Jhin (Infinity Edge, Last Whisper, Striker's Flail) | Karma (Stargazer Emblem, Blue Buff, Jeweled Gauntlet) | The Mighty Mech | Tahm Kench | Kai'Sa | Mordekaiser | Cho'Gath"
A,Meeple Corki,,Medium,4.49,0.98,9.3%,51.1%,Corki | Rammus | Riven | The Mighty Mech | Fizz | Meepsie | Milio | Poppy,"Corki (Deathblade, Last Whisper, Striker's Flail) | Rammus (Crownguard, Protector's Vow, Gargoyle Stoneplate) | Riven (Bloodthirster, Sterak's Gage, Titan's Resolve) | The Mighty Mech (Protector's Vow, Sunfire Cape) | Fizz | Meepsie | Milio | Poppy"
